timestamp,turbine_id,temperature_c,vibration_mm_s,rpm
17/04/2026 12:42,T-06,68.7,6.7,13
17/04/2026 12:43,T-05,60.7,4.8,16.6
17/04/2026 12:44,T-03,55.2,11.3,15.6
17/04/2026 12:45,T-07,63.8,22.3,12
17/04/2026 12:46,T-09,75,6.5,13.7
17/04/2026 12:47,T-05,56.7,6,16.8
17/04/2026 12:48,T-07,71.9,18.7,14.1
17/04/2026 12:49,T-08,74.7,2.7,17.7
17/04/2026 12:50,T-05,59.8,7.8,16.2
17/04/2026 12:51,T-06,60.5,6.5,14.5
17/04/2026 12:52,T-03,74.4,11.5,15.9
17/04/2026 12:53,T-09,64,11.8,16.7
17/04/2026 12:54,T-02,55.8,3.3,15.6
17/04/2026 12:55,T-02,69.5,10.4,14.7
17/04/2026 12:56,T-02,68,2.8,17.3
17/04/2026 12:57,T-06,56.9,2.7,14.8
17/04/2026 12:58,T-10,62,7.8,16.2
17/04/2026 12:59,T-08,56.4,8.7,16.2
17/04/2026 13:00,T-01,58.8,8.7,16.5
17/04/2026 13:01,T-03,51.2,11.5,14.1
17/04/2026 13:02,T-03,67.2,7.2,12.1
17/04/2026 13:03,T-09,76.5,6.4,15.4
17/04/2026 13:04,T-06,74.2,8.9,13.1
17/04/2026 13:05,T-07,64.8,22.6,16.6
17/04/2026 13:06,T-03,65.5,3.5,16
17/04/2026 13:07,T-10,77.6,6.4,17.6
17/04/2026 13:08,T-06,75.6,6.8,16.8
17/04/2026 13:09,T-02,79.9,6.8,12.5
17/04/2026 13:10,T-05,53.6,10.8,12.4
17/04/2026 13:11,T-07,68.3,24.6,13.7
17/04/2026 13:12,T-06,50.9,11.7,12.3
17/04/2026 13:13,T-03,57.2,2.1,14.6
17/04/2026 13:14,T-08,70.4,4.7,14.4
17/04/2026 13:15,T-09,78.5,11.6,13.5
17/04/2026 13:16,T-04,87.1,9.5,16.7
17/04/2026 13:17,T-07,67.9,19.4,12.5
17/04/2026 13:18,T-02,56.6,4.8,13.9
17/04/2026 13:19,T-04,86.7,9.7,15
17/04/2026 13:20,T-05,57.9,2.7,12.7
17/04/2026 13:21,T-08,76.2,4.7,15.3
17/04/2026 13:22,T-03,78.2,9.9,13.6
17/04/2026 13:23,T-02,65.8,4.7,17
17/04/2026 13:24,T-03,59.9,3.3,16.4
17/04/2026 13:25,T-07,67.1,16.2,15.8
17/04/2026 13:26,T-01,57.6,9.9,12.1
17/04/2026 13:27,T-07,63.9,22.8,15.5
17/04/2026 13:28,T-02,54.4,11,16.5
17/04/2026 13:29,T-06,72.5,7.5,14.9
17/04/2026 13:30,T-02,67.5,7,16.2
17/04/2026 13:31,T-05,50.4,10.5,13.2
17/04/2026 13:32,T-05,54.7,5.4,16.8
17/04/2026 13:33,T-05,65.2,3.9,13.9
17/04/2026 13:34,T-08,73.3,10.9,16.3
17/04/2026 13:35,T-08,65.9,7.4,14.6
17/04/2026 13:36,T-08,51.4,5.2,16.2
17/04/2026 13:37,T-01,52.8,2.5,17.9
17/04/2026 13:38,T-10,76.7,2.8,18
17/04/2026 13:39,T-07,60.6,19.4,15.5
17/04/2026 13:40,T-03,76.9,2,16.1
17/04/2026 13:41,T-03,68.4,8.8,12.2
17/04/2026 13:42,T-04,94.4,8.5,14
17/04/2026 13:43,T-04,88.5,9.8,16.5
17/04/2026 13:44,T-01,64.4,6,14.9
17/04/2026 13:45,T-04,87.2,7.4,16.7
17/04/2026 13:46,T-05,74.6,7.4,14.8
17/04/2026 13:47,T-10,73.7,9,16.2
17/04/2026 13:48,T-10,65.3,9.6,14.5
17/04/2026 13:49,T-02,65.1,4.4,12.1
17/04/2026 13:50,T-09,77.1,9.8,12.6
17/04/2026 13:51,T-01,58.8,7.3,12.7
17/04/2026 13:52,T-02,72.8,6.8,13.1
17/04/2026 13:53,T-06,63.1,7.3,14.3
17/04/2026 13:54,T-04,88.9,8.5,12.5
17/04/2026 13:55,T-04,94.3,6,13
17/04/2026 13:56,T-04,87.9,9.7,15.4
17/04/2026 13:57,T-09,63.6,9.3,17.5
17/04/2026 13:58,T-06,68.1,3.5,14.6
17/04/2026 13:59,T-01,77.1,5.4,12.4
17/04/2026 14:00,T-01,52.5,11.4,16.6
17/04/2026 14:01,T-09,70.6,4.6,14.9
17/04/2026 14:02,T-01,50,3.5,17.3
17/04/2026 14:03,T-04,86.2,9.3,14.8
17/04/2026 14:04,T-06,66.8,6.5,16.3
17/04/2026 14:05,T-03,65.9,3.2,17.3
17/04/2026 14:06,T-06,74.5,3.4,15.8
17/04/2026 14:07,T-01,58.6,3.2,12.9
17/04/2026 14:08,T-07,65,22.8,16.1
17/04/2026 14:09,T-04,93.2,7.3,12.8
17/04/2026 14:10,T-03,63,10,17.7
17/04/2026 14:11,T-06,57.2,6,13.5
17/04/2026 14:12,T-02,70.2,4.9,12.6
17/04/2026 14:13,T-10,71.1,7.7,14.1
17/04/2026 14:14,T-04,86.2,6.8,17.5
17/04/2026 14:15,T-06,65.3,4.3,16
17/04/2026 14:16,T-10,63.3,6.4,17.2
17/04/2026 14:17,T-05,74.2,4.4,15.7
17/04/2026 14:18,T-03,50.9,7.1,17
17/04/2026 14:19,T-08,69.4,4.1,14.2
17/04/2026 14:20,T-10,68.3,3.4,16.5
17/04/2026 14:21,T-07,61,19.1,16
17/04/2026 14:22,T-04,90.6,9.3,17.4
17/04/2026 14:23,T-03,65.9,4.1,14
17/04/2026 14:24,T-09,77.2,11.9,13.2
17/04/2026 14:25,T-08,51.7,8.5,17.4
17/04/2026 14:26,T-08,66.6,8.1,15.8
17/04/2026 14:27,T-02,75.4,3.2,17.8
17/04/2026 14:28,T-02,52,7.6,17.1
17/04/2026 14:29,T-09,75.7,5.6,17.7
17/04/2026 14:30,T-02,53.2,2.3,15.3
17/04/2026 14:31,T-09,78.1,10.8,16.6
17/04/2026 14:32,T-08,53.8,8,15.4
17/04/2026 14:33,T-03,78.5,5.6,15.8
17/04/2026 14:34,T-03,64.8,3.7,17.8
17/04/2026 14:35,T-09,53.8,3.5,14.1
17/04/2026 14:36,T-07,71.8,20.9,12.3
17/04/2026 14:37,T-10,72.7,5.7,13.4
17/04/2026 14:38,T-02,55.1,5.4,16.7
17/04/2026 14:39,T-09,73.2,10.3,13
17/04/2026 14:40,T-02,56.8,10.6,12.7
17/04/2026 14:41,T-06,52.6,4.2,12.3
17/04/2026 14:42,T-08,54.5,10.9,12.6
17/04/2026 14:43,T-10,51.4,7.5,12.9
17/04/2026 14:44,T-09,79.9,6.5,13.9
17/04/2026 14:45,T-08,52.8,11.8,17.9
17/04/2026 14:46,T-02,65.1,6.9,15.6
17/04/2026 14:47,T-03,54.1,8.8,14.5
17/04/2026 14:48,T-08,69,6.2,14.2
17/04/2026 14:49,T-03,73.9,6.7,16.6
17/04/2026 14:50,T-05,78.2,9.7,16.8
17/04/2026 14:51,T-05,56.8,4.6,16.4
17/04/2026 14:52,T-06,70.1,5.2,15.8
17/04/2026 14:53,T-04,93.8,8.7,17
17/04/2026 14:54,T-06,67.4,7,17.8
17/04/2026 14:55,T-03,70,11.9,15.6
17/04/2026 14:56,T-10,51.9,9,12.9
17/04/2026 14:57,T-09,60.9,6.5,14.1
17/04/2026 14:58,T-08,69.2,11.3,13.8
17/04/2026 14:59,T-05,75.5,4.1,13.5
17/04/2026 15:00,T-07,66.5,16.2,16.6
17/04/2026 15:01,T-07,63.3,21.4,13.3
17/04/2026 15:02,T-07,73.4,20.7,12.4
17/04/2026 15:03,T-10,75.9,7.2,12.1
17/04/2026 15:04,T-01,64.9,9.8,12.2
17/04/2026 15:05,T-02,60.4,6.8,12.1
17/04/2026 15:06,T-08,75.6,11.9,16.6
17/04/2026 15:07,T-05,70.9,6.3,17.2
17/04/2026 15:08,T-04,91.6,6.9,16
17/04/2026 15:09,T-03,70.5,3.7,15
17/04/2026 15:10,T-05,76.5,9.8,14.5
17/04/2026 15:11,T-02,67.4,3,15.1
17/04/2026 15:12,T-01,67.7,10.6,12
17/04/2026 15:13,T-02,62.3,4.5,16.2
17/04/2026 15:14,T-09,75.3,5.3,14.4
17/04/2026 15:15,T-06,75.9,6,14.7
17/04/2026 15:16,T-10,56.3,8,16.6
17/04/2026 15:17,T-09,73.4,4.6,16.7
17/04/2026 15:18,T-04,87,5.1,13.5
17/04/2026 15:19,T-02,73.8,10.8,16.9
17/04/2026 15:20,T-06,60.3,6.2,14.3
17/04/2026 15:21,T-04,93.5,8.4,12.8
17/04/2026 15:22,T-02,55.6,10.9,15.7
17/04/2026 15:23,T-01,78.6,7.7,16.9
17/04/2026 15:24,T-01,61.2,11.5,16.4
17/04/2026 15:25,T-03,62.5,2.3,14
17/04/2026 15:26,T-06,60.3,7.7,13.8
17/04/2026 15:27,T-10,78,6.8,14.3
17/04/2026 15:28,T-06,67.4,2.9,17.8
17/04/2026 15:29,T-10,57.9,5.9,12.2
17/04/2026 15:30,T-02,78.9,11.8,17.6
17/04/2026 15:31,T-05,63.2,10.8,17.3
17/04/2026 15:32,T-10,54.3,9,14.2
17/04/2026 15:33,T-04,86.3,6.6,12.3
17/04/2026 15:34,T-05,52.5,10.2,16.7
17/04/2026 15:35,T-01,67,9.7,16.9
17/04/2026 15:36,T-05,55.7,8.7,13.4
17/04/2026 15:37,T-09,52.1,2.4,13
17/04/2026 15:38,T-04,90.4,9.8,16.6
17/04/2026 15:39,T-06,68.6,6.4,15.5
17/04/2026 15:40,T-07,70,21.9,12.4
17/04/2026 15:41,T-08,57.7,5.1,16.4
17/04/2026 15:42,T-08,78.2,6.3,12.8
17/04/2026 15:43,T-01,73.8,6,15.5
17/04/2026 15:44,T-03,57.3,7,13.5
17/04/2026 15:45,T-10,60.6,9.6,16.6
17/04/2026 15:46,T-05,53.8,7.5,16
17/04/2026 15:47,T-09,61.9,2.2,13.5
17/04/2026 15:48,T-09,68.6,3.8,17.5
17/04/2026 15:49,T-02,72.7,5.8,14.3
17/04/2026 15:50,T-04,93.1,7,13.4
17/04/2026 15:51,T-10,68.4,4.2,13.3
17/04/2026 15:52,T-09,79.4,3.1,12.5
17/04/2026 15:53,T-04,94.1,9.4,13.2
17/04/2026 15:54,T-04,93.6,5.5,17.5
17/04/2026 15:55,T-01,79.5,2.6,12.2
17/04/2026 15:56,T-05,51.8,2.7,13
17/04/2026 15:57,T-08,56.2,7.8,14.7
17/04/2026 15:58,T-10,57.9,8.5,12.6
17/04/2026 15:59,T-02,68.5,2.4,12.5
17/04/2026 16:00,T-03,70,9.8,12.9
17/04/2026 16:01,T-07,63.2,21.9,12.8
17/04/2026 16:02,T-07,61.5,24.4,14.8
17/04/2026 16:03,T-03,55,3.8,16.3
17/04/2026 16:04,T-10,67.2,6.3,17.4
17/04/2026 16:05,T-10,61.9,9.6,17.1
17/04/2026 16:06,T-07,63.6,24.1,14.9
17/04/2026 16:07,T-10,78.9,10.2,17.7
17/04/2026 16:08,T-03,63.6,5.7,17.5
17/04/2026 16:09,T-09,74.5,3.2,16.4
17/04/2026 16:10,T-06,50.2,2.4,14
17/04/2026 16:11,T-07,71.1,17.5,16.2
17/04/2026 16:12,T-10,66.2,11.2,17.8
17/04/2026 16:13,T-10,76,10.8,15.3
17/04/2026 16:14,T-04,94.3,6.8,12.4
17/04/2026 16:15,T-06,67.9,6.1,14.8
17/04/2026 16:16,T-07,69.8,18.5,13.9
17/04/2026 16:17,T-04,94.7,8,16.1
17/04/2026 16:18,T-10,66.3,4.2,17.7
17/04/2026 16:19,T-10,51.8,8.6,12.5
17/04/2026 16:20,T-07,63.4,17.5,14
17/04/2026 16:21,T-03,67.7,11.5,16.1
17/04/2026 16:22,T-01,70.1,4,15.4
17/04/2026 16:23,T-10,70.7,9.7,13.2
17/04/2026 16:24,T-05,65.2,10.4,13.3
17/04/2026 16:25,T-04,86.7,9.3,17.1
17/04/2026 16:26,T-10,65.8,8.8,16.8
17/04/2026 16:27,T-05,69.7,7.6,16
17/04/2026 16:28,T-08,68.9,9.1,15
17/04/2026 16:29,T-06,65,11.6,14.2
17/04/2026 16:30,T-02,51,9.7,15.4
17/04/2026 16:31,T-10,63.8,2.9,17
17/04/2026 16:32,T-06,50.3,9.4,15.9
17/04/2026 16:33,T-07,65.6,18.6,12.3
17/04/2026 16:34,T-10,72.7,6.8,15.6
17/04/2026 16:35,T-01,67.7,8.2,16.9
17/04/2026 16:36,T-07,69.3,19.1,17.4
17/04/2026 16:37,T-07,60.4,23,16.8
17/04/2026 16:38,T-02,72.1,7.1,16.8
17/04/2026 16:39,T-02,53.8,10,14.2
17/04/2026 16:40,T-09,61.6,3.8,12.7
17/04/2026 16:41,T-02,58,4.1,15.8
17/04/2026 16:42,T-04,88.1,6.5,13.1
17/04/2026 16:43,T-05,75.7,8.7,13.2
17/04/2026 16:44,T-03,51.5,6.1,17.3
17/04/2026 16:45,T-02,78.6,5,13.2
17/04/2026 16:46,T-02,69.8,2.6,13.5
17/04/2026 16:47,T-02,77.8,8,13.2
17/04/2026 16:48,T-07,70.7,24.1,17
17/04/2026 16:49,T-06,57.5,2.1,14.4
17/04/2026 16:50,T-06,68.3,7.5,14.6
17/04/2026 16:51,T-02,56.6,5.1,14.2
17/04/2026 16:52,T-01,76.1,6.1,13.8
17/04/2026 16:53,T-07,71.7,17.6,15.9
17/04/2026 16:54,T-06,61.1,8.1,17
17/04/2026 16:55,T-09,56.7,8.9,13.6
17/04/2026 16:56,T-04,92.8,6.4,16.7
17/04/2026 16:57,T-01,62.1,11.2,13.6
17/04/2026 16:58,T-08,59.4,8.8,13.5
17/04/2026 16:59,T-06,70.3,9.4,12.1
17/04/2026 17:00,T-09,72.9,5.5,12.9
17/04/2026 17:01,T-04,88.8,9,15.6
17/04/2026 17:02,T-10,50.5,8.9,17.9
17/04/2026 17:03,T-01,60.3,7.8,14.6
17/04/2026 17:04,T-07,69.7,21.2,17
17/04/2026 17:05,T-08,69.3,3.7,13.1
17/04/2026 17:06,T-09,64.9,5.3,17.2
17/04/2026 17:07,T-01,76.1,9.5,13
17/04/2026 17:08,T-03,72.1,3.1,13.5
17/04/2026 17:09,T-05,62.2,6.1,15
17/04/2026 17:10,T-05,57.2,11.5,17.9
17/04/2026 17:11,T-02,60,7.6,14.2
17/04/2026 17:12,T-01,64.4,3,17.5
17/04/2026 17:13,T-05,69.6,7.3,15.1
17/04/2026 17:14,T-07,65.8,24.3,16.1
17/04/2026 17:15,T-05,70.4,7,12.5
17/04/2026 17:16,T-06,61.3,2.6,14.7
17/04/2026 17:17,T-08,71.3,7.4,14.2
17/04/2026 17:18,T-09,58.6,11.2,14.5
17/04/2026 17:19,T-03,74.6,5.1,14
17/04/2026 17:20,T-04,91.2,9.8,17.4
17/04/2026 17:21,T-10,66.7,9.2,12.4
17/04/2026 17:22,T-04,88.4,8.1,14.7
17/04/2026 17:23,T-02,50.9,5.6,14.5
17/04/2026 17:24,T-03,74.1,7,14.9
17/04/2026 17:25,T-09,59.3,7.5,14.2
17/04/2026 17:26,T-10,67.1,9.1,12.4
17/04/2026 17:27,T-09,75.9,10.7,13.3
17/04/2026 17:28,T-01,78.7,6.4,16.3
17/04/2026 17:29,T-03,60.1,6.7,15.3
17/04/2026 17:30,T-01,74,10.5,13
17/04/2026 17:31,T-09,56.8,4,14.1
17/04/2026 17:32,T-05,71.1,2.3,17.8
17/04/2026 17:33,T-09,56.8,10.4,17.5
17/04/2026 17:34,T-09,60.4,6.3,17.8
17/04/2026 17:35,T-01,72.8,3.8,15.8
17/04/2026 17:36,T-04,93.8,6,14.7
17/04/2026 17:37,T-07,61.6,24.3,13.4
17/04/2026 17:38,T-01,61.5,3,12.1
17/04/2026 17:39,T-03,61.5,11.9,16.5
17/04/2026 17:40,T-02,71.3,4.5,16.1
17/04/2026 17:41,T-07,64.7,21.8,12.5
17/04/2026 17:42,T-01,62.2,6.5,16.8
17/04/2026 17:43,T-06,53.9,6.1,15.4
17/04/2026 17:44,T-08,53.7,4.9,12
17/04/2026 17:45,T-07,73.1,16.4,15.9
17/04/2026 17:46,T-06,73.5,4.9,12.8
17/04/2026 17:47,T-08,66.9,11.8,12
17/04/2026 17:48,T-05,64.8,9.9,16.5
17/04/2026 17:49,T-06,55.8,10.4,12.2
17/04/2026 17:50,T-02,62.6,5,16.8
17/04/2026 17:51,T-08,73.8,10.2,13
17/04/2026 17:52,T-10,78.4,8.8,17.3
17/04/2026 17:53,T-04,91.7,6.2,14.5
17/04/2026 17:54,T-02,51.8,5.4,16.7
17/04/2026 17:55,T-09,66,6,14.1
17/04/2026 17:56,T-08,54.8,6.1,15.9
17/04/2026 17:57,T-02,50.3,9.3,13.1
17/04/2026 17:58,T-04,88.4,9.1,17.5
17/04/2026 17:59,T-01,60.4,2.5,15.7
17/04/2026 18:00,T-05,64.8,5.1,17.7
17/04/2026 18:01,T-05,55,6.8,13.2
17/04/2026 18:02,T-06,72.4,7.5,13
17/04/2026 18:03,T-06,50.8,2.8,16.2
17/04/2026 18:04,T-05,70.4,7.6,13.6
17/04/2026 18:05,T-01,55.1,5.1,14.3
17/04/2026 18:06,T-01,66.7,10.6,17.3
17/04/2026 18:07,T-08,67.3,9.4,12.5
17/04/2026 18:08,T-09,76.4,5.9,16.9
17/04/2026 18:09,T-07,74.7,19.1,13.9
17/04/2026 18:10,T-05,78.9,2.2,13.8
17/04/2026 18:11,T-04,91.7,9,15.9
17/04/2026 18:12,T-10,57.6,3.9,16.5
17/04/2026 18:13,T-06,52.5,2.4,14.6
17/04/2026 18:14,T-08,66,8.2,17.7
17/04/2026 18:15,T-09,63.6,10.1,13.5
17/04/2026 18:16,T-06,55.8,10.8,13.3
17/04/2026 18:17,T-01,56,5.6,12.3
17/04/2026 18:18,T-02,78.7,2.5,17.9
17/04/2026 18:19,T-10,55.1,11.3,12.9
17/04/2026 18:20,T-02,60.3,4.9,17.5
17/04/2026 18:21,T-10,64.5,6,17.1
17/04/2026 18:22,T-10,59.4,7.3,17.2
17/04/2026 18:23,T-08,66,2.6,17.8
17/04/2026 18:24,T-03,63.7,11.5,16.3
17/04/2026 18:25,T-09,74.9,2.6,15.7
17/04/2026 18:26,T-01,75.2,9.6,14.5
17/04/2026 18:27,T-09,69.9,7.7,18
17/04/2026 18:28,T-02,59.9,7.9,12.8
17/04/2026 18:29,T-03,56.5,4.9,12.8
17/04/2026 18:30,T-05,56,3,13.3
17/04/2026 18:31,T-10,53.8,6.3,13.3
17/04/2026 18:32,T-01,63.5,9.4,17.6
17/04/2026 18:33,T-03,77,5.1,12.9
17/04/2026 18:34,T-10,71.1,4.3,17.5
17/04/2026 18:35,T-08,52.3,9.6,17.8
17/04/2026 18:36,T-09,71.3,9.1,14
17/04/2026 18:37,T-04,93,7.1,15.3
17/04/2026 18:38,T-01,66.1,10.3,17.2
17/04/2026 18:39,T-02,73.2,2.9,15.4
17/04/2026 18:40,T-02,54,6.9,12.9
17/04/2026 18:41,T-07,68.3,20,17.5
17/04/2026 18:42,T-06,52.6,3.9,17.1
17/04/2026 18:43,T-06,72.2,6,13.7
17/04/2026 18:44,T-02,51.2,5.5,17.3
17/04/2026 18:45,T-04,87.1,6.6,12.7
17/04/2026 18:46,T-08,59.3,8.2,15.4
17/04/2026 18:47,T-02,56,2.5,17.5
17/04/2026 18:48,T-10,69.6,2.5,13.9
17/04/2026 18:49,T-03,74,6.3,13.7
17/04/2026 18:50,T-05,79.1,2.5,12.3
17/04/2026 18:51,T-05,65.3,9.9,14.3
17/04/2026 18:52,T-05,51.8,7.4,12.2
17/04/2026 18:53,T-05,79.2,4,14.7
17/04/2026 18:54,T-10,63.1,2.6,17
17/04/2026 18:55,T-08,55.2,6,15.5
17/04/2026 18:56,T-09,62.8,3.2,17.2
17/04/2026 18:57,T-08,54.4,12,15.7
17/04/2026 18:58,T-09,55.2,4,13.8
17/04/2026 18:59,T-05,50.8,12,16.5
17/04/2026 19:00,T-07,63.6,19.7,17.5
17/04/2026 19:01,T-01,53.3,7.4,16
17/04/2026 19:02,T-08,69.4,4.9,15.7
17/04/2026 19:03,T-05,54.7,8,13.4
17/04/2026 19:04,T-08,54.4,4.8,14.3
17/04/2026 19:05,T-05,56.4,3.6,13.3
17/04/2026 19:06,T-02,76.4,9.6,12.4
17/04/2026 19:07,T-05,77.1,5,14.6
17/04/2026 19:08,T-05,74.1,10.6,13.2
17/04/2026 19:09,T-06,70.4,9.1,16.3
17/04/2026 19:10,T-04,91.4,9.7,15.5
17/04/2026 19:11,T-09,61.1,4.7,17
17/04/2026 19:12,T-02,74.8,9.4,16.4
17/04/2026 19:13,T-02,64.9,2.7,17.6
17/04/2026 19:14,T-03,55.4,9.8,13.8
17/04/2026 19:15,T-08,55.1,4.9,16.7
17/04/2026 19:16,T-03,72.8,6.1,14.1
17/04/2026 19:17,T-06,55.4,11.8,13.4
17/04/2026 19:18,T-06,75.2,10.6,17.3
17/04/2026 19:19,T-05,62.7,11.7,14.2
17/04/2026 19:20,T-07,64.2,20.4,16.8
17/04/2026 19:21,T-07,60.3,19,14.3
17/04/2026 19:22,T-06,69.1,9.5,15.1
17/04/2026 19:23,T-09,75,5,13.3
17/04/2026 19:24,T-09,53,9.9,15.9
17/04/2026 19:25,T-05,52.1,6.5,15.8
17/04/2026 19:26,T-09,72.1,4.3,13.1
17/04/2026 19:27,T-06,62.2,2.8,15.5
17/04/2026 19:28,T-07,63.1,18.4,12.4
17/04/2026 19:29,T-05,51.1,6.7,13.6
17/04/2026 19:30,T-03,61.3,5.1,17.8
17/04/2026 19:31,T-02,68.6,6.1,17.5
17/04/2026 19:32,T-05,50.6,3.2,12.8
17/04/2026 19:33,T-06,75.6,10.9,17.9
17/04/2026 19:34,T-09,56.7,11.5,13.3
17/04/2026 19:35,T-02,60.9,3.7,17.2
17/04/2026 19:36,T-02,76,8,16
17/04/2026 19:37,T-10,75.9,8.4,14.8
17/04/2026 19:38,T-04,90.8,8.4,13.1
17/04/2026 19:39,T-05,65.7,8.7,17.2
17/04/2026 19:40,T-08,64.1,8.4,16.4
17/04/2026 19:41,T-06,70.8,5.8,16
17/04/2026 19:42,T-05,71.5,4.2,14
17/04/2026 19:43,T-09,61.7,5.9,13.7
17/04/2026 19:44,T-07,60.1,16,14.2
17/04/2026 19:45,T-08,58.8,10.5,17.1
17/04/2026 19:46,T-04,89.6,5.2,12.3
17/04/2026 19:47,T-03,71.4,8.3,13.9
17/04/2026 19:48,T-08,51.5,3.3,13.3
17/04/2026 19:49,T-04,92.1,6.9,12.2
17/04/2026 19:50,T-07,67.3,16.1,17.9
17/04/2026 19:51,T-07,70.1,20.6,12.3
17/04/2026 19:52,T-01,64.1,3.2,17.2
17/04/2026 19:53,T-02,63,7,16.9
17/04/2026 19:54,T-10,50.4,7,14.9
17/04/2026 19:55,T-06,65.4,5.6,13.8
17/04/2026 19:56,T-04,89.2,7,13.9
17/04/2026 19:57,T-01,69,3.7,15.9
17/04/2026 19:58,T-10,65.7,8.8,14.9
17/04/2026 19:59,T-03,62.9,6.2,16.4
17/04/2026 20:00,T-07,64.6,23.8,16.4
17/04/2026 20:01,T-10,54.3,4.2,13.6
17/04/2026 20:02,T-03,79.4,5,15
17/04/2026 20:03,T-08,63.9,10,13.6
17/04/2026 20:04,T-08,66.3,9.8,13.6
17/04/2026 20:05,T-05,59.8,2.8,13
17/04/2026 20:06,T-06,74.7,3.3,17.8
17/04/2026 20:07,T-01,69.6,7.6,13
17/04/2026 20:08,T-09,75.9,11.3,17.4
17/04/2026 20:09,T-04,93.8,6.3,17.6
17/04/2026 20:10,T-10,54.7,7.7,12.3
17/04/2026 20:11,T-06,52.3,4,16.5
17/04/2026 20:12,T-06,63,2.8,15.9
17/04/2026 20:13,T-04,87.2,7.6,14.3
17/04/2026 20:14,T-02,50.4,2.6,14.9
17/04/2026 20:15,T-04,92.5,7.2,16.3
17/04/2026 20:16,T-02,53.4,7,13.7
17/04/2026 20:17,T-07,61.1,24.7,15.4
17/04/2026 20:18,T-06,55.5,7.7,12.7
17/04/2026 20:19,T-07,73.7,23,13.3
17/04/2026 20:20,T-02,66.2,5,13.9
17/04/2026 20:21,T-02,74.7,4.7,16.5
17/04/2026 20:22,T-06,55.5,2.8,17.8
17/04/2026 20:23,T-09,60.7,2.1,13.8
17/04/2026 20:24,T-04,86.5,5.5,14.9
17/04/2026 20:25,T-10,60.7,7.4,16.3
17/04/2026 20:26,T-01,76.8,9.1,12.3
17/04/2026 20:27,T-05,73.6,8.9,13.6
17/04/2026 20:28,T-06,75.1,10.3,13.9
17/04/2026 20:29,T-06,69.7,4.4,13.2
17/04/2026 20:30,T-09,59.5,11.9,13.9
17/04/2026 20:31,T-08,77.3,9.6,17.8
17/04/2026 20:32,T-06,51.9,10.4,13.1
17/04/2026 20:33,T-08,76.2,9.7,15
17/04/2026 20:34,T-02,67.8,9.8,15.7
17/04/2026 20:35,T-04,93.9,5.8,12.9
17/04/2026 20:36,T-08,65.2,10.8,12.9
17/04/2026 20:37,T-10,55.6,3.6,15.1
17/04/2026 20:38,T-08,78.4,5.3,14.3
17/04/2026 20:39,T-07,62.8,19.2,14.3
17/04/2026 20:40,T-06,58.8,5.4,12.5
17/04/2026 20:41,T-05,76.1,8.2,14.7
17/04/2026 20:42,T-08,58.8,2.5,16.3
17/04/2026 20:43,T-07,74.9,16.6,13.4
17/04/2026 20:44,T-05,52.1,9.2,12.9
17/04/2026 20:45,T-02,72,4.7,13.2
17/04/2026 20:46,T-06,62.5,10,16.9
17/04/2026 20:47,T-09,57.3,7.5,17.9
17/04/2026 20:48,T-05,68.9,9.2,12.7
17/04/2026 20:49,T-03,78.4,10,14.8
17/04/2026 20:50,T-03,77,5.6,15.1
17/04/2026 20:51,T-09,72.3,7.3,12.2
17/04/2026 20:52,T-10,53.1,3.8,17.4
17/04/2026 20:53,T-02,65.1,9.6,13
17/04/2026 20:54,T-06,62.3,9.1,13.7
17/04/2026 20:55,T-07,73.4,17.3,13.2
17/04/2026 20:56,T-10,66.7,3.5,13.7
17/04/2026 20:57,T-07,63.7,16.4,14.9
17/04/2026 20:58,T-03,54.8,6.8,12.5
17/04/2026 20:59,T-10,60.1,8.3,13.1
17/04/2026 21:00,T-10,68.7,9,14.6
17/04/2026 21:01,T-07,63.7,23.3,15.6
17/04/2026 21:02,T-02,53.3,5.8,17.5
17/04/2026 21:03,T-10,69.5,6.2,12.2
17/04/2026 21:04,T-10,75.1,5.6,14.2
17/04/2026 21:05,T-06,61.2,9.7,15.4
17/04/2026 21:06,T-01,50.1,3.9,13.5
17/04/2026 21:07,T-03,75.6,4.1,12.8
17/04/2026 21:08,T-05,71.1,10.6,12.3
17/04/2026 21:09,T-10,62.4,2.6,16.3
17/04/2026 21:10,T-01,78.4,2,15.8
17/04/2026 21:11,T-03,59.5,7.1,13.7
17/04/2026 21:12,T-03,55.9,7.1,15.1
17/04/2026 21:13,T-03,56.9,8.9,15.8
17/04/2026 21:14,T-09,73.7,9.3,12.6
17/04/2026 21:15,T-04,90.3,9.2,12.9
17/04/2026 21:16,T-01,52.9,9.8,16.2
17/04/2026 21:17,T-10,63.6,2.4,13.6
17/04/2026 21:18,T-02,74.4,10.8,15.8
17/04/2026 21:19,T-10,59.8,7.9,15.1
17/04/2026 21:20,T-09,78.7,10.1,17
17/04/2026 21:21,T-04,86.7,8.9,17.4
17/04/2026 21:22,T-10,75.1,6.8,15.2
17/04/2026 21:23,T-01,59.3,6.6,13.7
17/04/2026 21:24,T-08,62.8,2.6,17
17/04/2026 21:25,T-02,64.9,8.4,13.1
17/04/2026 21:26,T-09,73.1,10.7,13.3
17/04/2026 21:27,T-07,62,16.1,12.8
17/04/2026 21:28,T-06,71.1,3,12.5
17/04/2026 21:29,T-06,79.3,5.2,16.6
17/04/2026 21:30,T-09,69.5,2.8,14.8
